Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Wifi & Connectivity,Value For Money,Recommended
A319,Family Leisure,Economy Class,LGW to AGP,September 2016,2.0,5.0,1.0,,2.0,,3,no
,Solo Leisure,Economy Class,BUD to LHR,September 2016,2.0,1.0,1.0,,1.0,,1,no
,Solo Leisure,Business Class,LHR to AMS,September 2016,4.0,5.0,4.0,,5.0,,4,yes
Boeing 747,Family Leisure,Economy Class,LHR to SEA,August 2016,3.0,4.0,1.0,4.0,1.0,,2,no
,Solo Leisure,Economy Class,LHR to BUD,September 2016,2.0,1.0,1.0,,1.0,,1,no
Boeing 767,Solo Leisure,Business Class,LHR to ATH,September 2016,1.0,1.0,1.0,3.0,3.0,,1,no
,Couple Leisure,Economy Class,LGW to BIO,August 2016,3.0,4.0,3.0,1.0,2.0,1.0,2,no
Boeing 767,Business,Business Class,LHR to IST,September 2016,4.0,5.0,4.0,2.0,4.0,,4,yes
,Solo Leisure,Economy Class,MAD to PER via SIN,August 2016,2.0,3.0,2.0,1.0,3.0,,2,no
Boeing 747-400,Couple Leisure,First Class,MIA to LHR,September 2016,1.0,1.0,1.0,1.0,1.0,,1,no
A320,Couple Leisure,Business Class,LHR to KRK,September 2016,1.0,2.0,1.0,,1.0,,1,no
Boeing 747,Business,Economy Class,LHR to DEN,September 2016,1.0,3.0,4.0,1.0,4.0,,2,no
Boeing 747-400,Solo Leisure,Economy Class,LHR to CPT,September 2016,3.0,4.0,4.0,2.0,5.0,,4,yes
,Solo Leisure,Economy Class,LHR to MIA,September 2016,2.0,3.0,3.0,2.0,2.0,,4,no
A380,Couple Leisure,Economy Class,LHR to JNB,August 2016,1.0,1.0,1.0,2.0,2.0,,1,no
,Solo Leisure,Economy Class,NAP to LGW,September 2016,2.0,3.0,1.0,,2.0,,2,no
A320,Family Leisure,Economy Class,LHR to LCA,September 2016,3.0,4.0,1.0,1.0,3.0,,3,yes
A320,Couple Leisure,Business Class,DBV to LGW,September 2016,3.0,3.0,1.0,,2.0,,2,no
Boeing 777,Business,First Class,ATL to LHR,August 2016,3.0,4.0,2.0,2.0,1.0,,1,no
A319,Couple Leisure,Economy Class,LHR to DUB,September 2016,4.0,4.0,2.0,,4.0,,4,yes
A320,Couple Leisure,Business Class,LGW to DBV,September 2016,3.0,5.0,3.0,,3.0,,3,yes
A380-800,Solo Leisure,Business Class,LHR to HKG,September 2016,4.0,4.0,3.0,4.0,1.0,,3,no
A319,Solo Leisure,Business Class,AMS to LHR,September 2016,3.0,5.0,4.0,,3.0,,3,yes
,Couple Leisure,Economy Class,OPO to LGW,September 2016,4.0,3.0,1.0,1.0,3.0,,4,no
,Couple Leisure,Economy Class,NAP to LGW,September 2016,1.0,1.0,1.0,,3.0,,1,no
,Family Leisure,Economy Class,LGW to OPO,September 2016,4.0,5.0,2.0,1.0,4.0,,4,yes
A320,Business,Business Class,LHR to TXL,August 2016,1.0,1.0,1.0,1.0,1.0,1.0,1,no
,Business,Business Class,LHR to SVO,September 2016,4.0,4.0,3.0,4.0,1.0,3.0,1,no
,Couple Leisure,Economy Class,MUC to CPT via LHR,September 2016,2.0,4.0,2.0,3.0,3.0,,3,no
A320,Solo Leisure,Economy Class,VIE to OPO via LGW,March 2016,4.0,4.0,4.0,,2.0,,3,yes
E-170,Family Leisure,Economy Class,LCY to GVA,August 2016,4.0,3.0,3.0,2.0,3.0,,2,no
A319,Family Leisure,Economy Class,LHR to MUC,July 2016,4.0,4.0,3.0,,4.0,,3,yes
A320,Family Leisure,Business Class,LGW to MLA,August 2016,3.0,5.0,2.0,,5.0,,1,no
Boeing 767,Family Leisure,Business Class,LHR to LCA,August 2016,1.0,5.0,5.0,1.0,3.0,,2,no
Boeing 787-900,Business,Economy Class,LHR to PVG,August 2016,2.0,5.0,4.0,3.0,5.0,,5,yes
A380,Family Leisure,Economy Class,PRG to SIN via LHR,August 2016,3.0,1.0,1.0,1.0,1.0,,3,no
A320,Business,Economy Class,LHR to GLA,August 2016,5.0,5.0,5.0,,4.0,,5,yes
Boeing 747-400,Family Leisure,Business Class,PHX to LHR,August 2016,1.0,2.0,2.0,1.0,2.0,1.0,1,no
A320,Solo Leisure,Economy Class,LIS to LHR,August 2016,5.0,5.0,2.0,,2.0,,2,yes
A320,Family Leisure,Economy Class,LGW to RAK,August 2016,4.0,3.0,2.0,,3.0,,3,no
Boeing 767,Solo Leisure,Economy Class,BCN to LHR,August 2016,3.0,4.0,3.0,1.0,4.0,,3,yes
,Business,Economy Class,LHR to BHD,August 2016,4.0,2.0,1.0,,3.0,,2,no
Boeing 747-400,Family Leisure,First Class,"LHR to BOS, SEA to LHR",July 2016,5.0,2.0,1.0,3.0,5.0,1.0,1,no
A320,Business,Economy Class,TXL to LHR,August 2016,1.0,2.0,1.0,1.0,2.0,,1,no
A320,Solo Leisure,Economy Class,WAW to LHR,August 2016,3.0,4.0,1.0,1.0,2.0,,2,no
Boeing 747-400,Couple Leisure,Economy Class,MAN to JFK via LHR,August 2016,2.0,2.0,3.0,4.0,1.0,2.0,3,no
787,Family Leisure,Premium Economy,LHR to YYC,August 2016,5.0,2.0,3.0,5.0,1.0,2.0,1,no
A320,Family Leisure,First Class,MLA to LHR ,July 2016,2.0,2.0,1.0,1.0,3.0,,3,no
Boeing 777,Business,First Class,PHL to LHR,August 2016,4.0,4.0,1.0,,5.0,,1,no
Boeing 747-400,Couple Leisure,Business Class,LHR to BOS,July 2016,5.0,4.0,3.0,4.0,5.0,,4,yes
,Couple Leisure,Business Class,NAP to LGW,August 2016,3.0,3.0,3.0,1.0,1.0,1.0,1,no
A321/A319,Business,Economy Class,LHR to CDG,August 2016,4.0,5.0,2.0,,4.0,,4,yes
,Solo Leisure,Economy Class,ABV to LHR,August 2016,3.0,3.0,1.0,2.0,3.0,,2,no
,Family Leisure,Economy Class,LHR to IST,August 2016,4.0,5.0,1.0,3.0,4.0,,3,no
A320,Solo Leisure,Economy Class,LHR to KRK,August 2016,3.0,3.0,2.0,,4.0,,5,yes
A320,Solo Leisure,Economy Class,LHR to DUB,August 2016,3.0,2.0,2.0,,1.0,,2,no
A380,Business,Economy Class,LHR to YVR,August 2016,3.0,5.0,5.0,5.0,3.0,,3,yes
A380,Couple Leisure,Business Class,LHR to IAD ,August 2016,1.0,3.0,3.0,4.0,3.0,,3,no
,Solo Leisure,Economy Class,LHR to YUL,August 2016,1.0,2.0,1.0,2.0,2.0,,1,no
A321,Solo Leisure,Economy Class,ZRH to LHR,August 2016,5.0,5.0,5.0,,5.0,,5,yes
Boeing 777-200,Solo Leisure,Economy Class,BOS to SXF via LHR,August 2016,3.0,4.0,3.0,5.0,4.0,,3,yes
Boeing 777-236 ER,Couple Leisure,Business Class,LGW to TPA,April 2016,5.0,5.0,5.0,3.0,3.0,,4,yes
A319,Business,Business Class,FRA to LHR,August 2016,1.0,1.0,1.0,1.0,1.0,,1,no
,Couple Leisure,Business Class,DUB to SFO via PHL,June 2016,1.0,3.0,3.0,1.0,4.0,1.0,2,no
Boeing 747,Solo Leisure,Premium Economy,MEX to AMS via LHR,August 2016,3.0,3.0,3.0,1.0,1.0,1.0,1,no
,Solo Leisure,Economy Class,ZRH to BWI via LHR,June 2016,,,,,1.0,,1,no
Boeing 777-300ER,Solo Leisure,Economy Class,SIN to SYD,August 2016,4.0,4.0,4.0,4.0,4.0,,5,yes
Boeing 777,Couple Leisure,Business Class,LHR to NAS,June 2016,4.0,5.0,3.0,,4.0,,3,yes
A380,Family Leisure,Business Class,MIA to LHR,July 2016,4.0,3.0,3.0,3.0,3.0,,3,yes
Boeing 777,Business,Premium Economy,DOH to CDG via BAH / LHR,July 2016,4.0,4.0,4.0,4.0,4.0,,4,yes
Boeing 747-400,Solo Leisure,First Class,GRU to LHR,July 2016,3.0,5.0,1.0,2.0,4.0,,2,yes
Boeing 787,Couple Leisure,Business Class,GLA to KUL via LHR,April 2016,4.0,5.0,3.0,3.0,3.0,,3,yes
A380,Family Leisure,Business Class,LHR to MIA,July 2016,5.0,3.0,4.0,4.0,3.0,,4,yes
A320 / Boeing 787,Business,Business Class,ATH to KUL via LHR,July 2016,4.0,4.0,4.0,4.0,4.0,4.0,4,yes
,Solo Leisure,Economy Class,LCY to FLR,July 2016,3.0,4.0,3.0,,3.0,,4,yes
Boeing 767-300,Business,Economy Class,FRA to LHR,July 2016,3.0,3.0,3.0,,4.0,,4,yes
A319,Couple Leisure,Economy Class,LBA to LHR,July 2016,5.0,5.0,5.0,4.0,5.0,2.0,5,yes
Boeing 777-200,Business,Economy Class,BLR to LHR,July 2016,4.0,3.0,3.0,2.0,1.0,1.0,3,no
,Business,Business Class,BKK to LHR,July 2016,3.0,3.0,3.0,1.0,2.0,,2,no
,Couple Leisure,Premium Economy,MRU to LHR,July 2016,1.0,1.0,1.0,1.0,1.0,,1,no
A321,Family Leisure,Business Class,GLA to LIS via LHR,July 2016,1.0,2.0,1.0,,1.0,,1,no
,Couple Leisure,Economy Class,EDI to PRG via LHR,July 2016,2.0,2.0,,1.0,2.0,,1,no
,Couple Leisure,Economy Class,ABZ to SFO via LHR,July 2016,1.0,3.0,4.0,1.0,3.0,,3,no
Boeing 777,Couple Leisure,First Class,LHR to DFW,July 2016,3.0,1.0,2.0,,5.0,,2,no
Boeing 777-200,Solo Leisure,First Class,LHR to JFK,July 2016,5.0,5.0,5.0,5.0,5.0,,5,yes
Boeing 747-400,Solo Leisure,Business Class,JFK to LHR,July 2016,5.0,5.0,4.0,5.0,5.0,,5,yes
,Solo Leisure,Business Class,BSL to LHR,July 2016,1.0,3.0,1.0,,1.0,,1,no
Boeing 787,Couple Leisure,Business Class,LHR to YYC,July 2016,4.0,5.0,3.0,5.0,4.0,,3,yes
Boeing 777,Business,First Class,LHR to BOS,July 2016,4.0,4.0,4.0,3.0,1.0,2.0,2,no
,Business,Business Class,LHR to ZRH,July 2016,3.0,4.0,3.0,,4.0,,4,yes
A320,Business,Business Class,LHR to GVA,July 2016,1.0,2.0,1.0,,1.0,,1,no
Boeing 777-200,Couple Leisure,Business Class,AMS to BKK via LHR,July 2016,3.0,2.0,1.0,3.0,1.0,,1,no
,Solo Leisure,Economy Class,MXP to MEX via LHR,July 2016,3.0,3.0,3.0,2.0,1.0,1.0,1,no
,Solo Leisure,Business Class,LHR to BUD,June 2016,1.0,3.0,1.0,,1.0,,1,no
A320,Solo Leisure,Business Class,GVA to LHR,July 2016,1.0,4.0,2.0,,3.0,,1,no
Boeing 747-400,Business,Economy Class,LHR to JFK,July 2016,1.0,1.0,1.0,1.0,1.0,2.0,1,no
Boeing 777 and Boeing 787,Solo Leisure,Business Class,LHR to BKK via KUL,June 2016,5.0,5.0,3.0,5.0,5.0,,1,no
Boeing 787,Business,Business Class,KUL to LHR,July 2016,5.0,5.0,5.0,5.0,5.0,5.0,1,no
A380,Business,Business Class,JNB to LHR,March 2016,1.0,1.0,2.0,2.0,1.0,,1,no
,Solo Leisure,Economy Class,YYZ to EBB via LHR,August 2015,4.0,5.0,5.0,5.0,4.0,4.0,3,yes
,Solo Leisure,Economy Class,AMS to LGW,October 2015,2.0,1.0,,,1.0,,1,no
,Business,Premium Economy,KUL to LHR,July 2016,1.0,1.0,1.0,1.0,1.0,1.0,1,no
A320,Business,Business Class,ZRH to LHR,June 2016,1.0,5.0,1.0,1.0,2.0,1.0,3,no
Boeing 777,Couple Leisure,First Class,LGW to UVF,June 2016,4.0,5.0,4.0,5.0,4.0,,4,yes
,Solo Leisure,Economy Class,LCY to TXL,June 2016,3.0,4.0,4.0,1.0,1.0,,1,no
Boeing 747,Business,Economy Class,BWI to AMS via LHR,June 2016,4.0,2.0,1.0,,1.0,,1,no
,Couple Leisure,Economy Class,MAN to JNB via LHR,April 2016,4.0,5.0,5.0,5.0,2.0,3.0,4,yes
A320,Couple Leisure,Business Class,LGW to SVQ,June 2016,3.0,5.0,4.0,,3.0,,3,yes
A380,Couple Leisure,Business Class,LHR to YVR,June 2016,4.0,5.0,4.0,4.0,3.0,,4,yes
,Solo Leisure,Premium Economy,LHR to ATL,June 2016,3.0,3.0,,1.0,1.0,,2,no
,Solo Leisure,Economy Class,MRS to LHR,June 2016,3.0,1.0,1.0,1.0,1.0,1.0,1,no
A380,Couple Leisure,Economy Class,LAX to FCO via LHR,June 2016,1.0,2.0,2.0,4.0,2.0,,1,no
A380 and Boeing 767,Couple Leisure,First Class,JNB to EDI via LHR,June 2016,4.0,5.0,4.0,3.0,1.0,,1,no
Boeing 777,Solo Leisure,Economy Class,LHR to BKK,June 2016,4.0,1.0,4.0,3.0,2.0,3.0,3,no
Boeing 787,Couple Leisure,Premium Economy,LHR to EWR,June 2016,5.0,5.0,5.0,5.0,5.0,,5,yes
A319,Couple Leisure,Economy Class,LGW to OPO,June 2016,4.0,4.0,3.0,,5.0,,4,yes
,Family Leisure,Economy Class,NCL to LAS via LHR,June 2016,2.0,5.0,4.0,3.0,4.0,3.0,4,yes
Boeing 767,Couple Leisure,Business Class,ATH to LHR,June 2016,1.0,4.0,2.0,,1.0,,2,no
,Couple Leisure,Premium Economy,NAS to LHR,May 2016,2.0,1.0,1.0,2.0,3.0,,1,no
,Family Leisure,Economy Class,AGP to LGW,June 2016,2.0,2.0,2.0,,3.0,,3,no
Boeing 777-200ER,Solo Leisure,Economy Class,JFK to LGW,June 2016,5.0,5.0,5.0,5.0,5.0,,5,yes
,Family Leisure,First Class,LHR to MCI via ORD,June 2016,4.0,4.0,2.0,2.0,1.0,3.0,1,no
A320,Couple Leisure,Economy Class,LGW to FAO,May 2016,1.0,1.0,1.0,,1.0,,3,no
A320,Business,Business Class,LHR to ATH,June 2016,,,,,1.0,,1,no
A320/A319,Business,Economy Class,LHR to EDI,June 2016,4.0,3.0,1.0,,3.0,,3,yes
,Couple Leisure,Economy Class,LAS to LHR,June 2016,1.0,1.0,4.0,2.0,2.0,,3,no
A320,Couple Leisure,Business Class,LHR to DUB,April 2016,5.0,5.0,5.0,,5.0,,5,yes
Boeing 777,Solo Leisure,Business Class,BGI to LGW,May 2016,4.0,5.0,4.0,4.0,5.0,,4,yes
Boeing 747,Couple Leisure,Economy Class,LHR to MIA,June 2016,1.0,1.0,1.0,1.0,1.0,1.0,1,no
,Couple Leisure,Premium Economy,LHR to SAN,June 2016,1.0,2.0,,3.0,2.0,1.0,2,no
Boeing 777-200,Solo Leisure,First Class,PHL to LHR,June 2016,5.0,2.0,1.0,3.0,4.0,,1,no
A380,Solo Leisure,Premium Economy,LHR to SIN,June 2016,4.0,3.0,2.0,4.0,4.0,,3,yes
Boeing 777-200,Couple Leisure,Business Class,LHR to BOS,June 2016,4.0,5.0,1.0,4.0,5.0,,4,yes
Boeing 777,Couple Leisure,Business Class,SIN to SYD,May 2016,3.0,2.0,3.0,3.0,5.0,,3,no
A320,Couple Leisure,Business Class,LGW to PFO,June 2016,4.0,5.0,5.0,,5.0,,5,yes
"A320, A380",Solo Leisure,First Class,BCN to SFO via LHR,June 2016,5.0,4.0,3.0,5.0,1.0,1.0,3,no
Boeing 777,Couple Leisure,Business Class,UVF to LGW,June 2016,3.0,5.0,4.0,2.0,4.0,,3,yes
Boeing 777,Couple Leisure,Premium Economy,LGW to UVF,May 2016,4.0,3.0,3.0,2.0,1.0,,3,no
A319,Business,Economy Class,LHR to STR,June 2016,1.0,3.0,2.0,,4.0,,3,no
A320 / Boeing 777,Solo Leisure,First Class,MAN to PHL via LHR,June 2016,5.0,5.0,4.0,4.0,5.0,,5,yes
A320,Couple Leisure,Economy Class,LHR to OTP,April 2016,3.0,3.0,3.0,,2.0,,3,no
Boeing 747-400,Couple Leisure,First Class,JFK to LHR,June 2016,3.0,4.0,4.0,3.0,1.0,,3,yes
,Couple Leisure,Economy Class,LGW to EDI,May 2016,2.0,2.0,1.0,,1.0,,2,no
Boeing 747-400,Family Leisure,Economy Class,LHR to MIA,May 2016,2.0,2.0,2.0,1.0,2.0,1.0,3,no
,Couple Leisure,Business Class,LGW to LIM,May 2016,4.0,3.0,3.0,3.0,3.0,3.0,3,no
Boeing 747,Solo Leisure,Economy Class,JFK to LHR,May 2016,5.0,5.0,1.0,5.0,5.0,,4,yes
,Solo Leisure,Economy Class,GVA to INV via LHR,May 2016,3.0,4.0,1.0,,1.0,,2,no
,Couple Leisure,Economy Class,DXB to LHR,May 2016,4.0,2.0,1.0,1.0,3.0,,2,no
Boeing 747-400,Solo Leisure,Economy Class,LHR to DXB,May 2016,3.0,4.0,4.0,3.0,4.0,,4,yes
A380,Solo Leisure,Premium Economy,LHR to SFO,May 2016,5.0,4.0,4.0,5.0,3.0,,5,yes
Boeing 777-200,Couple Leisure,Economy Class,LGW to PUJ,May 2016,3.0,5.0,4.0,1.0,1.0,,3,yes
Boeing 777,Couple Leisure,Economy Class,LGW to BDA,May 2016,4.0,4.0,4.0,4.0,4.0,,4,yes
Boeing 787,Solo Leisure,Business Class,LHR to YYZ,March 2016,5.0,5.0,5.0,5.0,5.0,,4,yes
,Business,Business Class,WAW to LHR,May 2016,3.0,3.0,2.0,2.0,1.0,,1,no
,Couple Leisure,Economy Class,MXP to LHR,May 2016,4.0,5.0,3.0,,1.0,,3,no
Boeing 777-300,Solo Leisure,Economy Class,BKK to LHR,May 2016,3.0,4.0,4.0,2.0,3.0,,4,yes
,Couple Leisure,Economy Class,IBZ to LGW,May 2016,2.0,3.0,,,1.0,,2,yes
A320,Family Leisure,Business Class,LHR to CDG,May 2016,4.0,5.0,4.0,,2.0,,3,yes
A380,Business,Business Class,SFO to LHR,May 2016,4.0,3.0,3.0,4.0,4.0,3.0,2,no
Saab 2000,Solo Leisure,Economy Class,LCY to IOM,May 2016,5.0,5.0,5.0,,5.0,,5,yes
A321 / Boeing 747-400,Couple Leisure,Economy Class,AMS to GRU via LHR,May 2016,4.0,4.0,4.0,2.0,4.0,,5,yes
,Business,Economy Class,LCY to GLA,May 2016,1.0,1.0,,,1.0,,1,no
,Couple Leisure,Economy Class,LHR to BOM,March 2016,4.0,3.0,,,1.0,,3,no
,Couple Leisure,Economy Class,LGW to UVF,May 2016,1.0,1.0,2.0,4.0,1.0,,1,no
,Couple Leisure,Economy Class,LHR to MIA,May 2016,5.0,5.0,5.0,5.0,4.0,,5,yes
Boeing 747-400,Couple Leisure,Economy Class,JFK to LHR,May 2016,4.0,4.0,3.0,2.0,5.0,,3,yes
Boeing 747-400,Couple Leisure,Business Class,LHR to JFK,May 2016,4.0,4.0,3.0,2.0,4.0,,3,yes
A320,Couple Leisure,Economy Class,LGW to DBV,April 2016,4.0,4.0,3.0,,4.0,,4,yes
A320,Couple Leisure,Economy Class,LHR to WAW,May 2016,2.0,4.0,3.0,,3.0,,2,no
Boeing 777,Couple Leisure,Business Class,BGI to LGW,May 2016,4.0,4.0,4.0,2.0,4.0,,4,yes
Boeing 777,Couple Leisure,Business Class,LGW to BGI,May 2016,4.0,5.0,4.0,3.0,4.0,,4,yes
A320,Solo Leisure,Economy Class,MXP to LHR,May 2016,2.0,2.0,2.0,,3.0,,3,no
A320,Couple Leisure,Business Class,LHR to BCN,May 2016,1.0,3.0,1.0,,3.0,,1,no
,Solo Leisure,Economy Class,LGW to CTA,May 2016,2.0,1.0,1.0,1.0,3.0,1.0,2,no
Boeing 777,Family Leisure,Economy Class,LGW to MCO,May 2016,4.0,3.0,4.0,3.0,5.0,,4,yes
Boeing 777-200,Family Leisure,Premium Economy,BKK to LHR,May 2016,3.0,4.0,1.0,1.0,4.0,,2,no
Boeing 777,Solo Leisure,Economy Class,PVG to LHR,May 2016,4.0,5.0,4.0,3.0,4.0,,5,yes
,Couple Leisure,Economy Class,LHR to EWR,May 2016,1.0,1.0,,,1.0,,1,no
,Couple Leisure,Business Class,LGW to FNC,May 2016,1.0,4.0,3.0,,1.0,,1,no
Boeing 747-400,Solo Leisure,Premium Economy,LHR to DEN,May 2016,4.0,4.0,3.0,2.0,4.0,,4,yes
A319,Solo Leisure,Premium Economy,LHR to BSL,May 2016,2.0,3.0,1.0,,3.0,,3,no
,Couple Leisure,Economy Class,LYS to LHR,May 2016,3.0,2.0,1.0,1.0,2.0,,1,no
A320 / Boeing 777,Solo Leisure,Economy Class,PSA to ORD via LHR,May 2016,2.0,2.0,2.0,1.0,4.0,,3,yes
,Solo Leisure,Premium Economy,NAS to CDG via LHR,May 2016,2.0,5.0,4.0,4.0,2.0,,2,no
Boeing 787,Business,Business Class,LHR to Seoul,May 2016,1.0,4.0,3.0,4.0,4.0,,3,no
A320,Couple Leisure,Business Class,LHR to JTR,May 2016,1.0,3.0,3.0,,1.0,,1,no
,Couple Leisure,Economy Class,TXL to PHL via LHR,December 2015,2.0,3.0,1.0,2.0,2.0,,3,no
,Solo Leisure,Economy Class,DUB to LHR,May 2016,3.0,2.0,3.0,,1.0,,1,no
,Solo Leisure,Economy Class,CDG to LHR,April 2016,4.0,3.0,3.0,,1.0,,4,no
Boeing 787,Solo Leisure,Economy Class,KUL to LHR,May 2016,1.0,1.0,1.0,2.0,3.0,2.0,2,no
,Couple Leisure,Business Class,LHR to NCE,May 2016,3.0,3.0,3.0,,2.0,3.0,3,yes
A320,Solo Leisure,Economy Class,LGW to AMS,November 2015,3.0,3.0,,,1.0,,3,no
Boeing 777-200,Couple Leisure,First Class,YYZ to LHR,March 2016,3.0,4.0,5.0,4.0,5.0,,5,yes
,Solo Leisure,Economy Class,ACC to LHR,April 2016,2.0,4.0,1.0,2.0,4.0,2.0,4,no
Boeing 747-400,Couple Leisure,Economy Class,LHR to MIA,April 2016,3.0,2.0,3.0,3.0,2.0,,4,no
A319,Business,Business Class,OSL to LHR,April 2016,1.0,2.0,1.0,1.0,1.0,,1,no
A319 / A320,Business,Business Class,LGW to IBZ,April 2016,4.0,4.0,5.0,,4.0,,3,yes
,Family Leisure,Business Class,ORD to LHR,April 2016,4.0,5.0,3.0,3.0,5.0,,4,yes
Boeing 747-400,Business,Economy Class,DXB to LHR,April 2016,3.0,3.0,3.0,3.0,3.0,,4,yes
Boeing 777-200,Solo Leisure,Economy Class,LHR to SFO,April 2016,3.0,4.0,4.0,3.0,4.0,,4,yes
Boeing 747-400 / A320,Family Leisure,Business Class,ORD to AMS via LHR,April 2016,5.0,5.0,5.0,5.0,4.0,,5,yes
,Family Leisure,Economy Class,FCO to LHR,April 2016,4.0,3.0,2.0,,1.0,,3,no
,Solo Leisure,Economy Class,EDI to YYZ via LHR,April 2016,3.0,4.0,1.0,3.0,1.0,,4,no
Boeing 747,Family Leisure,Economy Class,MAN to DXB via LHR,April 2016,1.0,2.0,1.0,1.0,2.0,,2,no
,Business,Business Class,LHR to PHL,April 2016,4.0,4.0,2.0,,1.0,1.0,1,no
Boeing 787,Couple Leisure,Premium Economy,LHR to YYC,March 2016,5.0,4.0,5.0,4.0,5.0,1.0,4,yes
Boeing 747,Couple Leisure,First Class,LHR to YYZ,April 2016,4.0,5.0,5.0,3.0,5.0,,5,yes
A380,Business,Economy Class,AMS to HKG via LHR,April 2016,1.0,2.0,1.0,3.0,3.0,1.0,2,no
A380,Solo Leisure,First Class,LHR to HKG,March 2016,5.0,5.0,5.0,5.0,5.0,,4,yes
Boeing 747-400,Couple Leisure,Business Class,LHR to GRU,April 2016,4.0,5.0,5.0,3.0,4.0,,4,yes
Boeing 777,Business,Economy Class,LHR to NBO,April 2016,3.0,2.0,2.0,2.0,2.0,2.0,2,no
Boeing 777,Business,Premium Economy,NBO to LHR,April 2016,3.0,2.0,2.0,3.0,3.0,,2,no
,Couple Leisure,Economy Class,YVR to BCN via LHR,April 2016,1.0,3.0,1.0,1.0,3.0,1.0,2,no
Boeing 777-200,Business,First Class,DOH to LHR via BAH,April 2016,5.0,2.0,2.0,4.0,1.0,1.0,2,no
A380,Business,Business Class,LHR to JNB,February 2016,3.0,4.0,2.0,4.0,2.0,2.0,3,no
,Solo Leisure,Economy Class,LHR to CPT via JNB,April 2016,2.0,3.0,1.0,2.0,1.0,,2,no
A320 / A380,Family Leisure,Economy Class,MAN to LAX via LHR,April 2016,1.0,3.0,1.0,3.0,2.0,,1,no
,Couple Leisure,Economy Class,GIB to LHR,January 2016,1.0,1.0,2.0,,1.0,,1,no
Boeing 747,Couple Leisure,Economy Class,LHR to JFK,April 2016,3.0,5.0,5.0,4.0,5.0,,3,yes
Boeing 777 and Boeing 787,Solo Leisure,Business Class,LHR to IAH,April 2016,4.0,5.0,4.0,4.0,4.0,,5,yes
Boeing 777,Solo Leisure,Business Class,LHR to PEK,February 2016,4.0,4.0,4.0,3.0,3.0,,4,yes
Boeing 747,Solo Leisure,Economy Class,YVR to CDG via LHR,April 2016,2.0,5.0,5.0,2.0,5.0,,5,yes
,Solo Leisure,Economy Class,LHR to CDG,March 2016,3.0,4.0,3.0,,3.0,,5,yes
A380,Solo Leisure,Premium Economy,HKG to LHR,March 2016,4.0,4.0,3.0,3.0,3.0,,5,yes
A380-800,Couple Leisure,Business Class,SFO to LHR,March 2016,5.0,5.0,5.0,5.0,5.0,,5,yes
Boeing 747-400,Solo Leisure,Premium Economy,PEK to LHR,May 2015,5.0,5.0,4.0,2.0,4.0,,5,yes
A380,Couple Leisure,Premium Economy,LHR to LAX,March 2016,5.0,5.0,4.0,5.0,4.0,,4,yes
A320,Family Leisure,Economy Class,LHR to ATH,April 2016,4.0,4.0,4.0,3.0,3.0,,4,yes
Boeing 747,Business,Business Class,RUH to DUS via LHR,April 2016,4.0,4.0,3.0,,1.0,,3,no
A320,Solo Leisure,Business Class,AMS to LGW,April 2016,1.0,3.0,1.0,,2.0,,2,no
A319,Solo Leisure,Economy Class,LGW to AMS,April 2016,3.0,1.0,1.0,,1.0,,3,yes
,Solo Leisure,Economy Class,MRS to YUL via LHR,April 2016,3.0,4.0,4.0,3.0,3.0,1.0,5,no
Boeing 767-300,Family Leisure,Business Class,LHR to LCA,April 2016,3.0,4.0,5.0,1.0,2.0,,3,yes
SAAB 2000,Couple Leisure,Economy Class,LCY to IOM,April 2016,4.0,5.0,5.0,,4.0,,4,yes
Boeing 737,Solo Leisure,Economy Class,CPH to LHR,April 2016,3.0,1.0,1.0,,5.0,,4,no
E-170,Business,Economy Class,LCY to RTM,March 2016,4.0,5.0,4.0,,4.0,,4,yes
Boeing 787 / A320,Couple Leisure,Business Class,YYZ to TXL via LHR,March 2016,5.0,5.0,5.0,5.0,5.0,,4,yes
Boeing 777,Couple Leisure,Business Class,TLV to LHR,March 2016,5.0,5.0,5.0,5.0,5.0,,5,yes
A319,Couple Leisure,Business Class,LGW to FCO,March 2016,3.0,5.0,3.0,,3.0,,2,yes
A380 / Boeing 747-400,Business,Business Class,IAD to DXB via LHR,March 2016,3.0,4.0,3.0,3.0,4.0,,3,yes
Boeing 747-400,Solo Leisure,Economy Class,MIA to MAN via LHR,March 2016,3.0,2.0,1.0,1.0,4.0,,1,no
A321,Couple Leisure,Business Class,LHR to PSA,March 2016,1.0,4.0,3.0,,3.0,,1,no
Boeing 777,Couple Leisure,Premium Economy,UVF to LGW,March 2016,2.0,1.0,1.0,1.0,2.0,,1,no
A320,Family Leisure,Economy Class,SVQ to LGW,March 2016,3.0,5.0,3.0,,2.0,,4,yes
,Family Leisure,Economy Class,OSL to LHR,March 2016,4.0,4.0,3.0,,4.0,,4,yes
A319,Family Leisure,Economy Class,LGW to SVQ,March 2016,3.0,4.0,3.0,,4.0,,4,yes
Boeing 787,Solo Leisure,Economy Class,BCN to SEL via LHR,March 2016,3.0,4.0,4.0,4.0,4.0,,5,yes
,Couple Leisure,Business Class,IST to LHR,March 2016,1.0,3.0,3.0,,4.0,,2,no
Boeing 777-200,Couple Leisure,Economy Class,LHR to IAH,March 2016,3.0,5.0,4.0,4.0,4.0,,4,yes
